severity,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,churn,files,NR,NBF,nc,ncom,avg_cs,dsc,ce,exp,own,is_controller,is_procedural,is_test,is_util,is_external
none,4,4,0,4,3,1,0,2,3,0,0,0,3,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,1144,62,0,3,4,1,15.5,3.625,1.262949407,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,6,39,33,6,83,1,0,19,0,0.45138887,0.59485817,0.6569149,48,0,48,0,0,0,48,0,0,0,3,0,1,2,0,0,0,0,10,251,39,4,16,0,71,6,144,48,65,24,3,0,0,0,208,17,0,12090,422,5,10,42,8,10.04761905,8.5703125,3.218980599,5.25,0.357142857,FALSE,FALSE,FALSE,TRUE,FALSE
minor,3,3,0,3,19,2,0,13,0,0.4,0.6666667,1,3,0,3,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,2,49,1,0,4,1,0,12,6,17,4,11,5,0,0,0,50,2,0,14732,128,1,1,3,2,42.66666667,0,0.88011586,1.5,0.666666667,TRUE,FALSE,FALSE,FALSE,FALSE
none,7,12,5,7,7,1,0,0,21,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,9714,279,3,1,21,1,13.28571429,7.475308642,2.664200481,21,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,4,0,4,24,2,0,9,0,0.42857146,0.61904764,1,7,0,6,0,0,1,7,0,1,0,2,0,0,0,0,2,0,0,0,80,8,3,10,2,0,2,11,7,1,5,2,0,0,0,182,1,0,18013,95,0,0,2,2,47.5,2,0.576334128,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
critical,23,28,5,23,575,1,0,141,209,0.9258373,0.014705882,0.014705882,22,22,17,5,0,0,17,0,0,0,19,19,2,17,0,0,3,0,130,1080,114,17,266,40,146,246,514,250,112,172,10,0,0,0,307,1,0,14660,128,1,5,7,4,18.28571429,0,0.979768024,1.75,0.285714286,TRUE,FALSE,FALSE,FALSE,FALSE
none,0,0,0,0,1,1,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,6,6,6,0,0,0,6,0,0,10,0,0,0,0,0,11,0,6,0,6,0,0,0,0,48,1,0,11770,108,0,0,2,2,54,7,0.679193266,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,9,0,58,10,0,1,2,2,5,3.6,0.673011667,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,5,5,0,5,2,1,0,2,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,10,0,1354,73,0,2,4,1,18.25,0,0.924737501,4,1,TRUE,TRUE,FALSE,FALSE,FALSE
none,0,1,1,0,2,1,0,0,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0,12718,67,0,1,1,1,67,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,3,1,2,4,1,0,7,0,0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10,1,0,1,0,0,6,1,5,2,4,0,0,0,0,20,1,0,233,6,0,0,1,1,6,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,7,20,13,7,7,2,0,16,7,0.5833334,0.26666668,0.26666668,6,2,6,0,0,0,6,0,0,0,2,2,1,1,0,0,1,0,3,31,2,0,0,0,0,2,0,4,0,3,1,0,0,0,45,1,0,1182,18,0,2,2,2,9,0,0.450561209,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,8,6,2,2,1,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,625,97,0,0,3,1,32.33333333,3.222222222,0.723171665,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,1,1,0,2,1,0,0,0,0,1,1,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11,0,0,31968,258,0,3,20,4,12.9,2,2.115067609,5,0.65,FALSE,FALSE,FALSE,FALSE,FALSE
none,10,10,0,10,9,1,0,17,0,0.5833334,1,1,9,0,9,0,0,0,9,0,0,0,8,0,0,8,0,0,1,0,0,55,9,0,0,0,0,15,0,10,0,10,0,0,0,0,31,9,0,3159,56,0,0,1,1,56,3.959183673,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,4,4,0,4,3,3,0,5,1,0,,,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,2,1,0,0,0,0,1,0,0,0,49,26,0,2365,53,0,0,1,1,53,3.955,0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE
none,11,15,4,11,2,2,0,0,1,0.5,0,0,2,1,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,106,1,0,0,0,0,3,0,1,0,1,0,0,1,0,71,1,0,3751,51,0,0,1,1,51,4.156378601,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,3,1,0,0,1,0.33333334,0.33333334,0.33333334,3,0,1,0,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,2,0,1,0,0,0,0,24,1032,0,113799,534,3,4,52,7,10.26923077,5.543209877,3.554945517,7.428571429,0.519230769,TRUE,FALSE,FALSE,TRUE,FALSE
none,121,122,1,121,122,1,0,0,7381,0,0,0,122,0,0,0,0,122,122,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,2,0,0,0,0,0,0,0,0,586,1,0,9372,175,0,0,3,3,58.33333333,3.910034602,1.029546721,1,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,9,7,2,2,1,0,0,1,1,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,1,0,1,0,1,1,0,55,1,0,897,62,0,1,1,1,62,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
major,9,10,1,9,11,2,0,6,0,0.2,1,1,5,0,2,0,0,3,5,0,0,0,3,0,0,0,0,3,3,0,4,191,5,1,5,0,1,4,9,18,3,10,3,0,2,0,44,16,0,12647,630,0,11,26,4,24.23076923,7.46875,2.727616417,6.5,0.576923077,FALSE,FALSE,FALSE,FALSE,FALSE
none,7,80,73,7,27,1,0,3,351,0,0,0,27,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,2,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,231,1,0,15113,505,2,18,54,14,9.351851852,2.4375,3.479673026,3.857142857,0.185185185,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,4,0,4,11,2,0,11,9,0.71428573,0.33333334,0.6666667,7,0,6,1,0,0,6,0,0,1,5,0,0,5,0,0,4,0,3,43,6,0,1,0,0,6,0,6,2,6,2,0,0,0,55,1,0,8570,225,3,2,16,4,14.0625,4.65625,2.439935975,4,0.4375,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,2,2,0,2,1,0,1,0,0.25,,,1,1,1,0,0,0,1,0,0,0,4,4,1,3,0,0,3,0,0,12,1,0,1,0,0,2,0,4,2,4,2,0,0,0,30,17,0,977,49,0,2,6,1,8.166666667,0,1.588277343,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,0,0,0,1,1,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,3,0,2,0,0,0,0,6,8,0,39422,314,0,6,13,3,24.15384615,4.222222222,1.980410569,4.333333333,0.846153846,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,7,7,0,1,1,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,2,1,0,1,1,1,1,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
minor,21,23,2,21,12,1,0,22,9,0.5,0.5,0.5,6,0,4,2,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,69,9,1,1,0,0,20,0,14,1,14,1,1,0,0,84,1,0,17717,686,1,4,47,6,14.59574468,7.345272882,3.271620735,7.833333333,0.425531915,TRUE,FALSE,FALSE,FALSE,FALSE
minor,9,15,6,9,22,2,0,23,22,0.7083333,0.2777778,0.2777778,12,0,0,3,0,9,9,2,0,0,4,0,0,4,0,0,0,0,1,83,2,0,10,0,0,6,3,6,0,6,2,3,0,0,46,1024,0,9188,111,0,4,6,2,18.5,7.224489796,1.501871468,3,0.666666667,TRUE,FALSE,FALSE,FALSE,FALSE
none,23,25,2,23,19,1,0,32,3,0.5666667,0.6666667,1,6,0,3,2,0,1,4,0,0,0,5,0,0,5,0,0,5,0,2,56,7,2,3,0,3,0,2,22,1,18,3,0,0,0,61,16,0,16606,321,0,0,11,2,29.18181818,11.32470414,1.994582633,5.5,0.818181818,TRUE,FALSE,FALSE,FALSE,FALSE
none,2,4,2,2,13,2,0,13,6,0,0,0,4,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,96,4,3,0,4,0,9,6,18,3,13,3,0,1,0,62,1,0,174,4,0,0,1,1,4,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,12,0,0,0,0,0,15,0,10,1,10,0,0,0,0,48,1,0,2244,110,0,0,7,1,15.71428571,4.222222222,1.623308452,7,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,13,1,0,1,66,0.85714287,0.07692308,0.07692308,13,0,13,0,0,0,13,0,0,0,7,0,0,7,0,0,1,0,0,92,7,0,0,0,0,0,1,9,0,7,0,0,1,0,67,9,0,44009,2275,3,45,178,29,12.78089888,9.124401219,4.515442743,6.137931034,0.264044944,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,9,8,1,1,1,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,8941,294,2,5,11,4,26.72727273,7.12,2.136469674,2.75,0.727272727,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,16,14,2,1,1,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,5257,484,0,5,10,5,48.4,5.37755102,2.105178128,2,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,5,2,3,5,1,0,5,0,0.25,0.33333334,0.33333334,4,0,2,1,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0,19,3,1,0,0,0,0,0,2,0,2,1,0,0,0,21,16,0,3847,81,0,0,2,1,40.5,8.03125,0.670958494,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,9,1,0,8,0,0.11111111,0.7777778,0.7777778,9,0,9,0,0,0,9,0,0,0,1,0,0,1,0,0,0,0,0,30,8,0,0,0,0,0,0,1,0,1,0,0,0,0,16,10,0,919,44,0,1,3,2,14.66666667,0,0.674792685,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,1,1,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,14147,513,0,5,22,6,23.31818182,8.222222222,2.710297033,3.666666667,0.454545455,FALSE,FALSE,FALSE,FALSE,FALSE
none,8,8,0,8,129,2,0,74,7995,0.984252,0.000124984,0.000124984,127,0,127,0,0,0,127,0,0,0,3,2,2,0,0,1,2,0,2,464,126,2,0,0,0,114,0,5,0,4,1,1,0,0,90,9,0,3568,57,0,0,1,1,57,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,6,5,1,1,1,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,2793,159,1,3,10,4,15.9,2.96,1.682858908,2.5,0.4,TRUE,FALSE,FALSE,FALSE,FALSE
none,4,4,0,4,4,1,0,0,6,0,0,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1032,0,45563,1504,7,31,96,6,15.66666667,6.733564014,4.34699276,16,0.708333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,1,0,1,2,2,0,1,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,26,0,7047,210,0,2,5,3,42,6.686980609,1.270631919,1.666666667,0.6,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,2,1,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,4,0,0,0,0,4,4,0,0,19,0,0,0,0,0,0,0,8,0,4,0,0,1,0,25,8,0,18560,303,0,27,31,6,9.774193548,7.142857143,2.722569821,5.166666667,0.741935484,FALSE,FALSE,FALSE,FALSE,FALSE
none,10,15,5,10,7,3,0,15,0,0,1,1,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,32,1,2,0,0,0,0,0,6,0,6,3,0,0,0,41,1,0,4,4,0,0,1,1,4,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,12,12,0,12,2,3,0,3,0,0.16666667,1,1,2,0,2,0,0,0,2,0,0,0,3,1,1,1,1,0,2,0,3,13,0,0,0,0,0,1,0,3,0,3,0,0,0,0,30,25,0,45331,1689,4,8,66,15,25.59090909,2.888888889,3.759498941,4.4,0.242424242,TRUE,FALSE,FALSE,FALSE,FALSE
none,12,14,2,12,3,2,0,8,0,0.4166667,0.6666667,1,3,0,2,0,0,1,3,0,0,0,4,2,2,1,1,0,3,0,0,22,0,0,0,0,0,1,0,6,0,6,0,0,0,0,83,16,0,30712,1298,2,6,38,8,34.15789474,2.5,3.313361462,4.75,0.473684211,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,6,0,6,6,1,0,10,15,0,,,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,0,0,0,0,7,0,0,1,0,0,0,0,0,22,16,0,9540,406,0,10,27,8,15.03703704,4.693877551,2.573665678,3.375,0.296296296,FALSE,FALSE,FALSE,FALSE,FALSE
none,16,22,6,16,7,4,6,5,10,0,0,0,5,4,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,130,4,0,1,0,0,6,0,1,0,1,0,0,4,0,82,1024,0,4100,159,0,2,11,3,14.45454545,0,1.61968276,3.666666667,0.545454545,FALSE,TRUE,FALSE,FALSE,FALSE
none,0,3,3,0,5,1,0,0,4,0.6,0.3,0.4,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,2,0,0,22,3,0,0,0,0,0,0,3,0,3,0,0,0,0,32,1,0,3034,142,0,4,6,2,23.66666667,0,1.546121437,3,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,11,11,0,11,3,3,0,7,0,0.125,1,1,2,0,2,0,0,0,2,0,0,0,4,1,1,1,2,0,2,0,1,18,0,0,1,0,1,0,0,6,0,6,0,0,0,0,34,25,0,8301,48,0,2,3,1,16,0,1.020324173,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,4,0,4,10,2,0,4,0,0.46666667,0.44444445,0.5833333,10,2,9,1,0,0,9,0,0,0,3,0,0,3,0,0,0,0,3,41,9,0,0,0,0,3,0,3,0,3,0,0,0,0,50,0,0,27650,274,0,2,6,3,45.66666667,4.637119114,1.614114377,2,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
none,14,24,10,14,12,1,0,7,0,0.53571427,0.60714287,0.75,8,0,0,0,0,8,8,0,1,0,7,0,0,7,0,0,0,0,6,43,7,0,4,0,0,8,0,8,0,8,1,0,0,0,30,0,0,7420,223,1,1,3,2,74.33333333,4.510396975,1.097869634,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,32,1,0,3,0,0.25,1,1,2,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,27,1,0,15,0,15,30,15,3,0,3,0,0,0,0,30,9,0,3143,138,0,2,6,1,23,5.255555556,1.334420618,6,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,2,6,4,2,1,1,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,7295,243,0,2,20,4,12.15,12.06814494,2.467976306,5,0.7,FALSE,TRUE,FALSE,FALSE,FALSE
none,1,4,3,1,4,3,2,0,0,0.5,0.5,1,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,20,3,0,0,0,0,1,0,3,0,3,0,0,0,0,25,1025,0,1011,25,0,1,1,1,25,10.33333333,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,14,1,0,0,91,0,0,0,14,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0,21252,669,3,9,59,5,11.33898305,16.4375,3.522431071,11.8,0.762711864,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,1,0,1,5,1,0,1,0,0.53333336,0.5,1,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,3,0,0,22,4,0,0,0,0,1,0,3,0,3,0,0,0,0,17,10,0,4809,356,1,3,17,4,20.94117647,6.444444444,1.947590253,4.25,0.588235294,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,6,2,4,3,2,0,1,3,0.6666667,0,0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,1,14,2,0,0,0,0,0,0,0,0,2,0,0,0,0,18,1,0,379,18,0,0,2,1,9,0,0.590842246,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,9,12,3,9,13,1,0,20,0,0.44444445,1,1,6,1,4,2,0,0,4,0,0,0,3,0,0,3,0,0,1,0,1,55,6,1,5,0,1,9,1,9,2,8,2,0,0,0,73,0,0,8808,273,0,0,5,2,54.6,11.33333333,1.416049466,2.5,0.6,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,12,10,2,6,1,0,0,9,0.6666667,0.2,0.2,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,26,6,0,0,0,0,0,0,3,0,3,0,0,0,0,21,1,0,5493,278,1,0,12,1,23.16666667,5.3125,2.086874345,12,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,7,7,0,7,12,3,0,11,0,0.5,0.5,0.5,4,0,3,0,0,1,4,0,0,0,2,1,0,2,0,0,2,0,2,51,4,1,2,3,2,3,2,10,2,7,3,0,0,0,46,10,0,5502,375,1,5,26,8,14.42307692,6.5,2.596495174,3.25,0.576923077,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,4,0,4,1,1,0,1,0,0.5,,,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,7,1,0,0,0,0,2,0,2,0,2,0,0,0,0,9,8,0,21703,469,2,3,20,1,23.45,5.437716263,2.310032546,20,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,8,8,0,8,1,1,0,2,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,4,0,3,0,0,0,0,23,1,0,6525,236,0,0,4,2,59,10.5355102,1.219444616,2,0.75,TRUE,TRUE,FALSE,FALSE,FALSE
none,1,6,5,1,2,2,3,0,1,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1025,0,4201,95,1,2,7,1,13.57142857,8.5152,1.897344605,7,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,11,10,1,2,1,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,6573,56,0,1,1,1,56,8.1484375,0,1,1,TRUE,FALSE,TRUE,FALSE,FALSE
none,9,10,1,9,1,3,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,19,0,0,0,0,0,9,0,0,0,1,0,0,1,0,17,1024,0,6216,243,1,0,5,2,48.6,5.438016529,1.464747367,2.5,0.6,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,7,6,1,3,1,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,4066,249,0,1,5,2,49.8,6.236111111,1.350163343,2.5,0.8,FALSE,TRUE,FALSE,FALSE,FALSE
none,2,8,6,2,4,1,0,1,1,0.6666667,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,4,1,3,1,0,0,1,0,0,41,1,0,1,0,1,1,1,4,0,4,0,0,2,0,26,1,0,861,17,0,1,2,2,8.5,6,0.649248355,1,0.5,FALSE,TRUE,FALSE,FALSE,FALSE
none,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,9,0,929,52,0,2,5,3,10.4,0,1.402505307,1.666666667,0.6,TRUE,FALSE,FALSE,FALSE,FALSE
minor,6,7,1,6,38,1,0,43,36,0.8888889,0,0,9,0,2,7,0,0,2,0,0,0,1,1,0,1,0,0,1,0,3,160,9,6,7,0,0,58,13,35,17,30,4,2,1,0,68,1,2,3131,107,0,2,7,2,15.28571429,6.78125,1.745521875,3.5,0.857142857,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,5,2,3,19,2,0,7,0,0.82954544,0.7583333,0.7583333,16,0,16,0,0,0,16,0,0,0,11,10,0,11,0,0,10,0,27,124,13,0,3,0,2,0,11,50,2,19,1,1,0,0,50,17,0,334,9,0,0,2,1,4.5,2.5,0.529706199,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,11,15,4,11,9,1,0,17,0,0.5714286,1,1,4,0,3,1,0,0,3,0,0,1,7,1,0,7,0,0,6,0,4,68,2,0,0,2,0,8,5,7,1,7,1,2,0,0,83,1,7,6277,87,0,1,5,3,17.4,6.444444444,1.578533941,1.666666667,0.6,TRUE,TRUE,FALSE,FALSE,FALSE
none,1,1,0,1,3,1,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0,3200,153,2,0,8,5,19.125,13.16659122,1.564905572,1.6,0.25,FALSE,FALSE,FALSE,FALSE,FALSE
none,9,11,2,9,20,1,0,13,0,0.27272728,0.76363635,0.8181818,11,0,11,0,0,0,11,0,0,0,2,0,0,2,0,0,2,0,1,57,14,0,11,0,1,7,4,7,5,6,1,0,0,0,33,1,0,6398,362,1,7,15,10,24.13333333,5.25,2.494971016,1.5,0.266666667,TRUE,FALSE,FALSE,FALSE,FALSE
critical,23,25,2,23,22,1,0,34,0,0.59090906,1,1,4,0,2,2,0,0,2,0,0,0,11,2,0,11,0,0,11,0,7,171,3,2,1,2,1,9,3,29,3,27,3,1,0,0,108,1,2,20741,399,4,16,23,6,17.34782609,3.135802469,2.68125656,3.833333333,0.434782609,TRUE,FALSE,FALSE,FALSE,FALSE
major,16,20,4,16,26,1,0,2,325,0,0,0,26,26,14,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,273,26,0,0,0,0,18,0,0,0,0,0,12,14,0,79,1,0,4800,208,0,2,15,5,13.86666667,8.712802768,1.970337148,3,0.6,FALSE,FALSE,FALSE,TRUE,FALSE
none,14,20,6,14,4,1,0,2,6,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,4,0,0,0,0,0,0,0,0,38,1,0,3731,169,0,2,2,2,84.5,0,0.685406871,1,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
none,8,11,3,8,8,1,0,22,0,0.25,1,1,3,0,3,0,0,0,3,0,0,0,4,1,0,4,0,0,4,0,2,61,2,0,1,3,0,7,0,8,0,8,3,0,0,0,36,1,5,6052,194,0,2,8,4,24.25,3.875,1.829931484,2,0.375,TRUE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,7,2,0,8,1,0.5,0,0,2,0,2,0,0,0,2,1,0,0,1,1,0,0,1,0,1,0,1,26,0,0,0,1,0,3,0,2,0,2,1,0,0,0,40,1033,3,937,63,0,3,3,1,21,0,1.098612289,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,1,1,0,0,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,30817,346,0,1,17,7,20.35294118,8.304,2.76062383,2.428571429,0.294117647,TRUE,TRUE,FALSE,FALSE,FALSE
none,3,3,0,3,2,1,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10621,242,1,3,6,4,40.33333333,9.873333333,1.338784764,1.5,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,1,0,1,1,4,0,0,0,0,,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,9,0,9045,471,2,4,25,16,18.84,7.06122449,2.658902168,1.5625,0.2,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,6,3,3,3,1,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45,1,0,6267,307,2,5,16,8,19.1875,8.549586777,2.560968786,2,0.25,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,1,4,0,0,0,0,,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,0,0,32280,847,2,18,29,2,29.20689655,7.998232546,3.044636018,14.5,0.965517241,TRUE,FALSE,FALSE,FALSE,FALSE
